City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
333,Hami,42.8,93.45,60.6,26,54,11.74,CN,broken clouds,2021-04-18 18:44:09
334,Camalu,30.85,-116.0667,81.0,10,0,8.01,MX,clear sky,2021-04-18 18:44:10
335,Sao Joao Do Piaui,-8.3581,-42.2467,86.36,50,100,4.56,BR,overcast clouds,2021-04-18 18:44:11
336,Sobolevo,54.4299,31.8996,42.51,86,80,8.93,RU,broken clouds,2021-04-18 18:44:11
337,Pemangkat,1.1667,108.9667,77.97,82,91,4.38,ID,overcast clouds,2021-04-18 18:44:11
338,Bagotville,-28.9833,153.4167,59.0,82,40,9.22,AU,scattered clouds,2021-04-18 18:44:11
339,Shahr-E Kord,32.3256,50.8644,48.2,57,20,4.61,IR,few clouds,2021-04-18 18:44:12
340,Predivinsk,57.0669,93.4378,29.26,85,100,6.87,RU,overcast clouds,2021-04-18 18:44:13
341,Umba,66.6871,34.3429,32.61,82,100,10.8,RU,overcast clouds,2021-04-18 18:44:13
342,Quatre Cocos,-20.2078,57.7625,77.0,100,75,11.5,MU,light rain,2021-04-18 18:44:14
343,Hongjiang,27.11,109.9956,56.7,98,100,1.83,CN,overcast clouds,2021-04-18 18:44:14
344,Marsh Harbour,26.5412,-77.0636,80.31,71,97,12.03,BS,overcast clouds,2021-04-18 18:44:14
345,Novobiryusinskiy,56.9578,97.7076,24.42,94,88,5.46,RU,overcast clouds,2021-04-18 18:44:15
346,Belfast,54.5833,-5.9333,50.0,81,90,8.05,GB,overcast clouds,2021-04-18 18:43:43
347,Nizwa,22.9333,57.5333,83.01,23,100,4.03,OM,overcast clouds,2021-04-18 18:44:15
348,Salalah,17.0151,54.0924,82.4,78,0,3.44,OM,clear sky,2021-04-18 18:44:16
349,Karratha,-20.7377,116.8463,79.39,64,0,7.2,AU,clear sky,2021-04-18 18:44:16
350,Lebu,-37.6167,-73.65,62.6,70,63,13.51,CL,broken clouds,2021-04-18 18:43:23
351,Pisco,-13.7,-76.2167,71.6,73,0,6.91,PE,clear sky,2021-04-18 18:44:16
352,Nabire,-3.3667,135.4833,74.88,92,100,3.78,ID,overcast clouds,2021-04-18 18:44:17
353,Upata,8.0086,-62.3989,91.99,54,100,4.0,VE,overcast clouds,2021-04-18 18:44:17
354,Pedernales,18.0384,-71.744,89.49,42,26,16.6,DO,scattered clouds,2021-04-18 18:44:18
355,Longhua,23.6137,114.1919,66.61,93,100,1.16,CN,overcast clouds,2021-04-18 18:44:18
356,Zalantun,48.0,122.7167,42.55,74,0,9.53,CN,clear sky,2021-04-18 18:44:18
357,Svetlaya,46.5389,138.3297,41.27,80,100,5.17,RU,overcast clouds,2021-04-18 18:44:19
358,Azangaro,-14.9167,-70.2167,62.6,20,20,11.5,PE,few clouds,2021-04-18 18:44:19
359,Ginda,30.6945,78.4932,50.11,50,3,8.16,IN,clear sky,2021-04-18 18:44:19
360,Saint-Augustin,51.226,-58.6502,37.08,93,100,21.03,CA,overcast clouds,2021-04-18 18:44:20
361,Khatanga,71.9667,102.5,-0.62,96,100,8.1,RU,overcast clouds,2021-04-18 18:44:20
362,Puerto Leguizamo,-0.1934,-74.7819,88.2,58,77,2.15,CO,broken clouds,2021-04-18 18:44:08
363,Oranjestad,12.524,-70.027,87.8,62,40,24.16,AW,scattered clouds,2021-04-18 18:40:48
364,Khanu Woralaksaburi,16.0617,99.8606,78.64,79,51,3.0,TH,light rain,2021-04-18 18:44:21
365,Kosh-Agach,50.0,88.6667,29.34,58,10,2.51,RU,clear sky,2021-04-18 18:44:22
366,Mugumu,-1.85,34.7,60.91,86,92,4.81,TZ,overcast clouds,2021-04-18 18:44:22
367,Aksarka,66.5606,67.7975,-2.9,91,100,4.27,RU,overcast clouds,2021-04-18 18:44:22
368,Nome,64.5011,-165.4064,35.6,64,1,10.36,US,clear sky,2021-04-18 18:44:23
369,Lorengau,-2.0226,147.2712,80.98,81,100,8.3,PG,overcast clouds,2021-04-18 18:44:23
370,Bonnyville,54.2668,-110.735,41.0,38,75,8.05,CA,broken clouds,2021-04-18 18:44:23
371,Coquimbo,-29.9533,-71.3436,59.0,82,75,11.5,CL,broken clouds,2021-04-18 18:44:15
372,Lompoc,34.6391,-120.4579,75.99,52,0,6.91,US,clear sky,2021-04-18 18:39:28
373,Yulara,-25.2406,130.9889,53.6,54,0,5.75,AU,clear sky,2021-04-18 18:44:24
374,Prince George,53.9166,-122.753,51.01,34,1,21.85,CA,clear sky,2021-04-18 18:44:24
375,Itaituba,-4.2761,-55.9836,77.0,94,20,2.28,BR,few clouds,2021-04-18 18:44:25
376,Diffa,13.3154,12.6113,91.71,6,100,5.48,NE,overcast clouds,2021-04-18 18:44:25
377,Quelimane,-17.8786,36.8883,75.2,78,20,8.05,MZ,few clouds,2021-04-18 18:44:25
378,Solnechnyy,50.7214,136.6319,36.82,92,100,8.28,RU,overcast clouds,2021-04-18 18:44:26
379,Aklavik,68.2191,-135.0107,41.0,48,1,13.8,CA,clear sky,2021-04-18 18:44:26
380,Roald,62.5833,6.1333,50.0,66,0,3.44,NO,clear sky,2021-04-18 18:44:26
381,Sassandra,4.95,-6.0833,80.47,76,100,7.65,CI,overcast clouds,2021-04-18 18:44:27
382,Ndioum,16.5129,-14.6471,104.0,16,0,2.3,SN,clear sky,2021-04-18 18:44:27
383,Maues,-3.3836,-57.7186,72.84,98,100,4.43,BR,heavy intensity rain,2021-04-18 18:44:27
384,Xai-Xai,-25.0519,33.6442,65.41,68,36,6.98,MZ,scattered clouds,2021-04-18 18:44:28
385,Praia Da Vitoria,38.7333,-27.0667,66.99,72,40,10.85,PT,scattered clouds,2021-04-18 18:44:28
386,Mundo Nuevo,18.7,-95.5,75.61,76,100,19.73,MX,overcast clouds,2021-04-18 18:44:28
387,Kampong Chhnang,12.1667,104.55,78.58,81,100,0.18,KH,overcast clouds,2021-04-18 18:44:29
388,Macenta,8.5435,-9.471,80.2,52,78,2.35,GN,broken clouds,2021-04-18 18:44:29
389,Sur,22.5667,59.5289,82.49,59,100,8.57,OM,overcast clouds,2021-04-18 18:44:29
390,Ancud,-41.8697,-73.8203,53.6,100,90,8.05,CL,light rain,2021-04-18 18:44:02
391,Savonlinna,61.8699,28.88,41.0,56,0,1.14,FI,clear sky,2021-04-18 18:44:30
392,Norfolk,42.1668,-71.2495,59.0,55,100,3.0,US,overcast clouds,2021-04-18 18:44:30
393,Honiara,-9.4333,159.95,77.5,87,99,3.44,SB,overcast clouds,2021-04-18 18:44:30
394,Baker City,44.7749,-117.8344,64.0,27,1,5.75,US,clear sky,2021-04-18 18:42:13
395,Luanda,-8.8368,13.2343,84.2,74,40,9.22,AO,scattered clouds,2021-04-18 18:44:28
396,Middelburg,-25.7751,29.4648,57.76,47,3,6.02,ZA,clear sky,2021-04-18 18:44:31
397,Nkhata Bay,-11.6066,34.2907,71.15,81,100,7.25,MW,light rain,2021-04-18 18:44:31
398,Antofagasta,-23.65,-70.4,71.01,68,20,13.8,CL,few clouds,2021-04-18 18:42:08
399,Japura,-0.3167,102.35,73.15,96,81,1.1,ID,broken clouds,2021-04-18 18:44:32
400,Paso De Carrasco,-34.8603,-56.0522,77.0,53,40,6.91,UY,scattered clouds,2021-04-18 18:44:32
401,Srednekolymsk,67.45,153.6833,10.15,85,12,10.49,RU,few clouds,2021-04-18 18:44:32
402,Lannion,48.75,-3.4167,50.0,62,0,8.05,FR,clear sky,2021-04-18 18:44:33
403,Guerrero Negro,27.9769,-114.0611,67.42,58,4,13.22,MX,clear sky,2021-04-18 18:44:33
404,Kharan,28.5833,65.4167,80.96,13,75,1.07,PK,broken clouds,2021-04-18 18:44:23
405,Varhaug,58.6147,5.6457,50.0,58,3,7.2,NO,clear sky,2021-04-18 18:44:34
406,Deputatskiy,69.3,139.9,-3.46,96,100,6.64,RU,overcast clouds,2021-04-18 18:44:34
407,Niquelandia,-14.4739,-48.4597,81.18,60,71,4.63,BR,broken clouds,2021-04-18 18:44:35
408,Buncrana,55.1333,-7.45,53.6,82,75,9.22,IE,broken clouds,2021-04-18 18:44:36
409,Mehamn,71.0357,27.8492,37.4,75,0,10.36,NO,clear sky,2021-04-18 18:44:37
410,Veere,51.5483,3.6667,46.4,76,8,8.05,NL,clear sky,2021-04-18 18:44:37
411,Acarau,-2.8856,-40.12,81.91,77,100,12.26,BR,overcast clouds,2021-04-18 18:44:38
412,Tutoia,-2.7619,-42.2744,87.8,70,75,18.41,BR,broken clouds,2021-04-18 18:44:38
413,Cockburn Town,21.4612,-71.1419,82.4,69,1,11.5,TC,clear sky,2021-04-18 18:44:38
414,Nushki,29.5542,66.0215,76.23,13,100,4.21,PK,overcast clouds,2021-04-18 18:44:39
415,Keroka,-0.7758,34.9453,54.46,94,100,3.47,KE,overcast clouds,2021-04-18 18:44:40
416,Lima,-12.0432,-77.0282,72.0,73,20,5.75,PE,few clouds,2021-04-18 18:41:17
417,Kpandae,8.4689,-0.0113,83.12,64,100,13.33,GH,overcast clouds,2021-04-18 18:44:40
418,Almaznyy,48.0448,40.045,50.0,76,20,4.47,RU,few clouds,2021-04-18 18:44:41
419,Tuatapere,-46.1333,167.6833,54.0,84,37,5.01,NZ,scattered clouds,2021-04-18 18:44:41
420,Fukue,32.6881,128.8419,56.68,52,0,14.52,JP,clear sky,2021-04-18 18:44:41
421,Batagay-Alyta,67.8006,130.4114,10.72,96,100,6.53,RU,light snow,2021-04-18 18:44:42
422,Dalianwan,39.0286,121.695,60.8,31,0,17.9,CN,clear sky,2021-04-18 18:44:42
423,Butterworth,5.3991,100.3638,82.99,83,20,3.44,MY,few clouds,2021-04-18 18:44:42
424,Narsaq,60.9167,-46.05,30.2,29,26,9.22,GL,scattered clouds,2021-04-18 18:44:43
425,Capaci,38.1711,13.2393,54.0,66,40,10.36,IT,scattered clouds,2021-04-18 18:44:43
426,Baruun-Urt,46.6806,113.2792,38.82,28,2,12.8,MN,clear sky,2021-04-18 18:44:43
427,Saint-Joseph,-21.3667,55.6167,75.2,78,90,11.5,RE,overcast clouds,2021-04-18 18:44:44
428,Floro,61.5996,5.0328,50.0,53,1,4.61,NO,clear sky,2021-04-18 18:44:44
429,Bundi,25.4417,75.6417,85.82,15,6,2.46,IN,clear sky,2021-04-18 18:44:44
430,Kargasok,59.0556,80.8572,12.49,86,100,18.12,RU,overcast clouds,2021-04-18 18:44:44
431,Xinyang,32.1228,114.0656,54.21,64,2,4.61,CN,clear sky,2021-04-18 18:44:45
432,Wanganui,-39.9333,175.05,53.01,81,33,3.0,NZ,scattered clouds,2021-04-18 18:44:45
433,Axim,4.8699,-2.2405,81.82,79,62,9.37,GH,broken clouds,2021-04-18 18:44:45
434,Frederikshavn,57.4407,10.5366,55.4,47,8,6.91,DK,clear sky,2021-04-18 18:44:46
435,Belomorsk,64.5232,34.7668,33.94,65,6,4.21,RU,clear sky,2021-04-18 18:44:46
436,Ugoofaaru,5.6667,73.0,84.52,72,100,8.1,MV,overcast clouds,2021-04-18 18:44:46
437,Cap Malheureux,-19.9842,57.6142,77.0,86,100,5.01,MU,light rain,2021-04-18 18:44:47
438,Severo-Kurilsk,50.6789,156.125,34.41,90,100,24.27,RU,overcast clouds,2021-04-18 18:44:47
439,Port Hedland,-20.3167,118.5667,71.6,73,2,4.61,AU,clear sky,2021-04-18 18:44:47
440,Ambilobe,-13.2,49.05,75.0,84,84,4.29,MG,broken clouds,2021-04-18 18:44:48
441,Tiarei,-17.5333,-149.3333,82.4,69,20,2.3,PF,few clouds,2021-04-18 18:44:48
442,Dinar,38.065,30.1656,60.8,67,75,16.11,TR,broken clouds,2021-04-18 18:44:48
443,Warrington,53.3925,-2.5802,55.99,62,0,6.91,GB,clear sky,2021-04-18 18:44:49
444,The Valley,18.217,-63.0578,86.0,65,20,12.66,AI,few clouds,2021-04-18 18:44:49
445,Dicabisagan,17.0818,122.4157,73.98,89,100,17.09,PH,overcast clouds,2021-04-18 18:44:49
446,Necochea,-38.5473,-58.7368,72.0,76,100,15.01,AR,overcast clouds,2021-04-18 18:44:50
447,Kurilsk,45.2333,147.8833,38.08,96,82,15.41,RU,broken clouds,2021-04-18 18:44:50
448,Carutapera,-1.195,-46.02,79.59,90,100,5.5,BR,moderate rain,2021-04-18 18:44:50
449,Mogadishu,2.0371,45.3438,83.53,72,82,11.61,SO,broken clouds,2021-04-18 18:44:51
450,Filadelfia,39.9523,-75.1638,64.0,39,75,4.61,US,broken clouds,2021-04-18 18:41:16
451,Alofi,-19.0595,-169.9187,69.8,100,45,1.14,NU,scattered clouds,2021-04-18 18:44:51
452,Dali,25.7,100.1833,53.42,72,0,6.11,CN,clear sky,2021-04-18 18:44:51
453,Bosansko Grahovo,44.1794,16.3639,30.0,87,99,1.99,BA,overcast clouds,2021-04-18 18:44:52
454,Esso,55.9333,158.7,27.3,93,100,0.96,RU,overcast clouds,2021-04-18 18:43:38
455,Jinka,5.65,36.65,62.24,94,100,3.96,ET,light rain,2021-04-18 18:44:52
456,Songjianghe,42.1859,127.479,34.75,65,5,7.11,CN,clear sky,2021-04-18 18:44:52
457,Maroantsetra,-15.4333,49.7333,75.25,91,100,13.87,MG,moderate rain,2021-04-18 18:44:53
458,Mont-Dore,-22.2833,166.5833,75.99,99,67,4.27,NC,broken clouds,2021-04-18 18:44:53
459,Biak,-0.9131,122.8766,74.25,83,100,2.15,ID,light rain,2021-04-18 18:44:53
460,Wyndham,37.6985,-77.6125,66.2,37,75,3.44,US,broken clouds,2021-04-18 18:44:54
461,Gamba,-2.65,10.0,78.24,87,100,1.61,GA,light rain,2021-04-18 18:44:54
462,Purranque,-40.9167,-73.1667,60.8,92,90,13.8,CL,overcast clouds,2021-04-18 18:44:54
463,Okha,53.5739,142.9478,31.23,98,100,13.89,RU,overcast clouds,2021-04-18 18:44:55
464,Pokhara,28.2333,83.9833,66.38,30,3,7.16,NP,clear sky,2021-04-18 18:44:55
465,Kondinskoye,59.6481,67.41,18.93,63,47,8.63,RU,scattered clouds,2021-04-18 18:44:55
466,Vestmannaeyjar,63.4427,-20.2734,33.8,93,90,26.46,IS,snow,2021-04-18 18:44:56
467,Okato,-39.2,173.8833,52.0,80,100,4.0,NZ,overcast clouds,2021-04-18 18:44:56
468,Houma,29.5958,-90.7195,69.01,59,100,11.01,US,overcast clouds,2021-04-18 18:44:56
469,Carora,10.1755,-70.0827,98.31,20,100,18.05,VE,overcast clouds,2021-04-18 18:44:57
470,Cavalcante,-13.7975,-47.4583,79.45,60,70,2.1,BR,broken clouds,2021-04-18 18:44:57
471,Havoysund,70.9963,24.6622,41.0,70,0,9.22,NO,clear sky,2021-04-18 18:44:57
472,Dakoro,14.5106,6.765,91.36,5,13,6.91,NE,few clouds,2021-04-18 18:44:58
473,Korla,41.7597,86.1469,64.26,22,100,8.59,CN,overcast clouds,2021-04-18 18:44:58
474,Fenoarivo,-18.933,47.4354,60.8,82,75,10.36,MG,broken clouds,2021-04-18 18:44:58
475,Nishihara,26.1842,127.7558,64.4,63,75,12.66,JP,broken clouds,2021-04-18 18:44:59
476,Plettenberg Bay,-34.0527,23.3716,73.74,38,5,6.11,ZA,clear sky,2021-04-18 18:44:59
477,Chicama,-7.8447,-79.1469,66.2,88,40,11.5,PE,fog,2021-04-18 18:44:59
478,Hofn,64.2539,-15.2082,41.56,64,2,30.44,IS,clear sky,2021-04-18 18:45:00
479,Mocuba,-16.8392,36.9856,64.17,96,37,2.37,MZ,scattered clouds,2021-04-18 18:45:00
480,Sept-Iles,50.2001,-66.3821,41.0,65,75,8.05,CA,broken clouds,2021-04-18 18:45:00
481,Gusau,12.1628,6.6614,94.32,14,36,4.74,NG,scattered clouds,2021-04-18 18:45:01
482,Hervey Bay,-25.2986,152.8535,62.01,87,0,4.0,AU,clear sky,2021-04-18 18:45:01
483,Ginir,7.1333,40.7,59.22,86,100,5.37,ET,light rain,2021-04-18 18:45:01
484,Kerema,-7.9631,145.7785,75.99,86,100,5.66,PG,overcast clouds,2021-04-18 18:45:02
485,Kibala,9.1104,18.3463,94.51,19,99,2.44,TD,overcast clouds,2021-04-18 18:45:02
486,Phayao,19.25,100.25,71.53,93,3,2.55,TH,clear sky,2021-04-18 18:45:02
487,Luderitz,-26.6481,15.1594,77.27,42,19,6.71,NA,few clouds,2021-04-18 18:45:03
488,Xining,36.6167,101.7667,48.06,49,100,8.7,CN,overcast clouds,2021-04-18 18:43:35
489,Bawku,11.0616,-0.2417,79.56,66,94,21.97,GH,moderate rain,2021-04-18 18:45:03
490,Bonavista,48.6499,-53.1147,39.2,93,100,6.91,CA,light rain,2021-04-18 18:43:46
491,Port-Gentil,-0.7193,8.7815,82.4,83,20,5.75,GA,few clouds,2021-04-18 18:40:14
492,Ludvika,60.1496,15.1878,50.0,40,8,5.75,SE,clear sky,2021-04-18 18:45:04
493,Kavaratti,10.5669,72.642,84.02,70,100,3.31,IN,overcast clouds,2021-04-18 18:45:04
494,Negresti-Oas,47.8667,23.4333,48.99,81,90,2.3,RO,overcast clouds,2021-04-18 18:45:04
495,Aberdeen,57.1437,-2.0981,48.2,57,88,12.66,GB,light rain,2021-04-18 18:44:15
496,Nuuk,64.1835,-51.7216,23.0,63,75,10.36,GL,broken clouds,2021-04-18 18:45:05
497,Rawson,-43.3002,-65.1023,75.51,37,100,18.12,AR,overcast clouds,2021-04-18 18:45:05
498,Talaya,61.3833,152.75,9.01,99,88,1.72,RU,overcast clouds,2021-04-18 18:45:05
499,Arroyo,41.6096,-4.7969,55.4,50,0,6.91,ES,clear sky,2021-04-18 18:45:06
500,Kindu,-2.95,25.95,72.21,96,100,3.49,CD,overcast clouds,2021-04-18 18:45:06
501,Werda,-25.2667,23.2833,69.22,35,100,5.68,BW,overcast clouds,2021-04-18 18:45:06
502,Iralaya,15.0,-83.2333,89.6,70,75,11.5,HN,broken clouds,2021-04-18 18:45:07
